Species	Min	Max	Median	Mean	StDev	Assembly_count	GC_Min	GC_Max	GC_Median	GC_Mean	GC_Stdev	GC_count	CDS_Min	CDS_Max	CDS_Median	CDS_Mean	CDS_Stdev	CDS_count	Consensus_TAXID
Neisseria meningitidis MC58	2.27236	2.27236	2.27236	2.27236	0.0	1	51.5	51.5	51.5	51.5	0	1	2001	2001	2001	2001	0	1	122586
Escherichia coli O157:H7 str. Sakai	5.594605	5.594605	5.594605	5.594605	0.0	1	50.5	50.5	50.5	50.5	0	1	5155	5155	5155	5155	0	1	386585
Ligilactobacillus salivarius UCC118	2.133977	2.133977	2.133977	2.133977	0.0	1	33.0	33.0	33.0	33.0	0	1	2017	2017	2017	2017	0	1	362948
Bifidobacterium longum DJO10A	2.375285	2.389526	2.3824055	2.3824055	0.010069907670877622	2	60.0	60.0	60.0	60.0	0.0	2	1903	1930	1916.5	1916.5	19.091883092036785	2	205913
Francisella tularensis subsp. tularensis SCHU S4	1.892775	1.892789	1.892782	1.892782	9.899494936611665e-06	2	32.5	32.5	32.5	32.5	0.0	2	1723	1733	1728.0	1728	7.0710678118654755	2	177416
Staphylococcus aureus RF122	2.742531	2.742531	2.742531	2.742531	0.0	1	33.0	33.0	33.0	33.0	0	1	2487	2487	2487	2487	0	1	273036
Dehalococcoides mccartyi CBDB1	1.395502	1.395502	1.395502	1.395502	0.0	1	47.0	47.0	47.0	47.0	0	1	1430	1430	1430	1430	0	1	255470
Bacillus subtilis subsp. subtilis str. 168	4.214547	4.217427	4.215606	4.215796888888889	0.0009794316520876335	9	43.5	43.5	43.5	43.5	0.0	11	4237	4261	4253	4252.666666666667	6.87386354243376	9	224308
Yersinia pestis CO92	4.722852	4.829855	4.7763535	4.7763535	0.07566254690730415	2	47.5	47.5	47.5	47.5	0.0	2	3985	4094	4039.5	4039.5	77.07463914933368	2	214092
Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	1.628235	1.641481	1.634858	1.634858	0.00936633642359701	2	30.5	30.5	30.5	30.5	0.0	2	1572	1598	1585.0	1585	18.384776310850235	2	192222
Neisseria meningitidis Z2491	2.184406	2.184406	2.184406	2.184406	0.0	1	52.0	52.0	52.0	52.0	0	1	1964	1964	1964	1964	0	1	122587
Ralstonia pseudosolanacearum GMI1000	5.810922	5.810922	5.810922	5.810922	0.0	1	67.0	67.0	67.0	67.0	0	1	5001	5001	5001	5001	0	1	267608
Nitrosomonas europaea ATCC 19718	2.812094	2.812094	2.812094	2.812094	0.0	1	50.5	50.5	50.5	50.5	0	1	2573	2573	2573	2573	0	1	228410
Xanthomonas euvesicatoria pv. vesicatoria str. 85-10	5.418283	5.420152	5.4192175	5.4192175	0.0013215825740376574	2	64.5	64.5	64.5	64.5	0.0	2	4448	4454	4451.0	4451	4.242640687119285	2	316273
Haloquadratum walsbyi DSM 16790	3.179361	3.179361	3.179361	3.179361	0.0	1	48.0	48.0	48.0	48.0	0	1	2705	2705	2705	2705	0	1	362976
Clostridioides difficile 630	4.19392	4.298133	4.2408045	4.2434155	0.0508802023744665	4	29.0	29.0	29.0	29.0	0.0	4	3759	3804	3782.0	3781.75	18.82153022471871	4	272563
Francisella tularensis subsp. holarctica LVS	1.892177	1.895994	1.8940855	1.8940855	0.002699026583789052	2	32.0	32.0	32.0	32.0	0.0	2	1629	1632	1630.5	1630.5	2.1213203435596424	2	376619
Rhizobium johnstonii 3841	7.751309	7.751309	7.751309	7.751309	0.0	1	61.0	61.0	61.0	61.0	0	1	7201	7201	7201	7201	0	1	216596
Cupriavidus necator H16	7.414561	7.416678	7.41468	7.415306333333333	0.0011893873773221799	3	66.5	66.5	66.5	66.5	0.0	3	6630	6639	6638	6635.666666666667	4.932882862316247	3	381666
Helicobacter acinonychis str. Sheeba	1.557588	1.557588	1.557588	1.557588	0.0	1	38.0	38.0	38.0	38.0	0	1	1367	1367	1367	1367	0	1	382638
Francisella tularensis subsp. tularensis FSC198	1.892616	1.892616	1.892616	1.892616	0.0	1	32.5	32.5	32.5	32.5	0	1	1723	1723	1723	1723	0	1	393115
Yersinia enterocolitica subsp. enterocolitica 8081	4.68362	4.68362	4.68362	4.68362	0.0	1	47.0	47.0	47.0	47.0	0	1	4079	4079	4079	4079	0	1	393305
Alcanivorax borkumensis SK2	3.120143	3.120143	3.120143	3.120143	0.0	1	54.5	54.5	54.5	54.5	0	1	2761	2761	2761	2761	0	1	393595
Streptococcus pyogenes str. Manfredo	1.841271	1.841271	1.841271	1.841271	0.0	1	38.5	38.5	38.5	38.5	0	1	1736	1736	1736	1736	0	1	160491
Staphylococcus carnosus subsp. carnosus TM300	2.566424	2.566424	2.566424	2.566424	0.0	1	34.5	34.5	34.5	34.5	0	1	2397	2397	2397	2397	0	1	396513
Lactococcus cremoris subsp. cremoris MG1363	2.436753	2.529478	2.4831155	2.4831155	0.06556647628552262	2	35.5	35.5	35.5	35.5	0.0	2	2352	2386	2369.0	2369	24.041630560342615	2	416870
Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2	4.374522	4.374522	4.374522	4.374522	0.0	1	65.5	65.5	65.5	65.5	0	1	3818	3818	3818	3818	0	1	410289
Neisseria meningitidis FAM18	2.194961	2.194961	2.194961	2.194961	0.0	1	51.5	51.5	51.5	51.5	0	1	1971	1971	1971	1971	0	1	272831
Burkholderia cenocepacia J2315	8.055782	8.055782	8.055782	8.055782	0.0	1	67.0	67.0	67.0	67.0	0	1	7249	7249	7249	7249	0	1	216591
Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	4.685848	4.731288	4.710637	4.709257666666667	0.022751380624773814	3	52.0	52.0	52.0	52.0	0.0	3	4285	4390	4356	4343.666666666667	53.575491909392056	3	550537
Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	4.658697	4.658697	4.658697	4.658697	0.0	1	52.0	52.0	52.0	52.0	0	1	4060	4060	4060	4060	0	1	550538
Streptococcus uberis 0140J	1.852352	1.852352	1.852352	1.852352	0.0	1	36.5	36.5	36.5	36.5	0	1	1776	1776	1776	1776	0	1	218495
Escherichia coli BL21(DE3)	4.481753	4.560251	4.558947	4.531663	0.03841594104014634	5	51.0	51.0	51.0	51.0	0.0	5	4062	4146	4141	4116.6	37.72002120890178	5	469008
Staphylococcus aureus subsp. aureus ST398	2.7156	2.885367	2.752284	2.784417	0.08932863952283164	3	33.0	33.0	33.0	33.0	0.0	3	2513	2687	2578	2592.6666666666665	87.92231419459642	3	523796
Buchnera aphidicola str. APS (Acyrthosiphon pisum)	0.641802	0.655725	0.6487635	0.6487635	0.0098450477144603	2	26.5	26.5	26.5	26.5	0.0	2	569	578	573.5	573.5	6.363961030678928	2	107806
Mesorhizobium japonicum MAFF 303099	7.596297	7.596297	7.596297	7.596297	0.0	1	62.5	62.5	62.5	62.5	0	1	7162	7162	7162	7162	0	1	266835
Staphylococcus aureus subsp. aureus N315	2.839469	2.839469	2.839469	2.839469	0.0	1	33.0	33.0	33.0	33.0	0	1	2657	2657	2657	2657	0	1	158879
Staphylococcus aureus subsp. aureus Mu50	2.903636	2.903636	2.903636	2.903636	0.0	1	33.0	33.0	33.0	33.0	0	1	2748	2748	2748	2748	0	1	158878
Clostridium perfringens str. 13	3.08574	3.08574	3.08574	3.08574	0.0	1	28.5	28.5	28.5	28.5	0	1	2657	2657	2657	2657	0	1	195102
Nostoc sp. PCC 7120 = FACHB-418	7.080276	7.211789	7.106927	7.132997333333333	0.06952455682946374	3	41.0	41.5	41.5	41.333333333333336	0.28867513459481287	3	5889	5964	5959	5937.333333333333	41.93248541803041	3	103690
Synechocystis sp. PCC 6803	3.569196	3.949306	3.91569	3.8147217777777778	0.18395157307412308	9	47.5	47.5	47.5	47.5	0.0	9	3240	3630	3579	3487.777777777778	184.84640771311854	9	1148
Vibrio vulnificus YJ016	5.260086	5.260086	5.260086	5.260086	0.0	1	46.5	46.5	46.5	46.5	0	1	4552	4552	4552	4552	0	1	196600
Streptomyces avermitilis MA-4680 = NBRC 14893	9.119895	10.468295	10.426843	10.005011	0.7668130914166763	3	70.5	70.5	70.5	70.5	0.0	3	7673	8877	8855	8468.333333333334	688.8667021516814	3	227882
Geobacillus kaustophilus HTA426	3.592666	3.592666	3.592666	3.592666	0.0	1	52.0	52.0	52.0	52.0	0	1	3391	3391	3391	3391	0	1	235909
Nocardia farcinica IFM 10152	6.292344	6.292344	6.292344	6.292344	0.0	1	70.5	70.5	70.5	70.5	0	1	5946	5946	5946	5946	0	1	247156
Shouchella clausii KSM-K16	4.303871	4.303871	4.303871	4.303871	0.0	1	45.0	45.0	45.0	45.0	0	1	4223	4223	4223	4223	0	1	66692
Staphylococcus haemolyticus JCSC1435	2.697861	2.697861	2.697861	2.697861	0.0	1	33.0	33.0	33.0	33.0	0	1	2504	2504	2504	2504	0	1	279808
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	5.472672	5.472672	5.472672	5.472672	0.0	1	57.5	57.5	57.5	57.5	0	1	5045	5045	5045	5045	0	1	484021
Symbiobacterium thermophilum IAM 14863	3.566135	3.566135	3.566135	3.566135	0.0	1	68.5	68.5	68.5	68.5	0	1	3240	3240	3240	3240	0	1	292459
Bacteroides fragilis YCH46	5.31099	5.447734	5.379362	5.379362	0.09669260968657326	2	43.0	43.5	43.25	43.25	0.3535533905932738	2	4229	4418	4323.5	4323.5	133.64318164425748	2	295405
Chlamydia felis Fe/C-56	1.173791	1.173791	1.173791	1.173791	0.0	1	39.5	39.5	39.5	39.5	0	1	976	976	976	976	0	1	264202
Thermococcus kodakarensis KOD1	2.088737	2.088737	2.088737	2.088737	0.0	1	52.0	52.0	52.0	52.0	0	1	2290	2290	2290	2290	0	1	69014
Paramagnetospirillum magneticum AMB-1	4.967148	4.967148	4.967148	4.967148	0.0	1	65.0	65.0	65.0	65.0	0	1	4636	4636	4636	4636	0	1	342108
Limosilactobacillus reuteri subsp. reuteri JCM 1112 = DSM 20016	1.93586	2.039414	1.987637	1.987637	0.07322373561899174	2	38.5	39.0	38.75	38.75	0.3535533905932738	2	1900	1939	1919.5	1919.5	27.577164466275352	2	557433
Xanthomonas oryzae pv. oryzae MAFF 311018	4.940217	4.940217	4.940217	4.940217	0.0	1	63.5	63.5	63.5	63.5	0	1	3695	3695	3695	3695	0	1	342109
Desulfitobacterium hafniense Y51	5.727534	5.727534	5.727534	5.727534	0.0	1	47.5	47.5	47.5	47.5	0	1	5335	5335	5335	5335	0	1	138119
Synechococcus elongatus PCC 6301	2.696255	2.749599	2.722927	2.722927	0.03771990413561519	2	55.5	55.5	55.5	55.5	0.0	2	2657	2724	2690.5	2690.5	47.37615433949868	2	269084
Sodalis glossinidius str. 'morsitans'	4.292502	4.311658	4.30208	4.30208	0.013545337500409505	2	54.5	54.5	54.5	54.5	0.0	2	3795	3813	3804.0	3804	12.727922061357855	2	343509
Rhodococcus erythropolis PR4	6.895538	6.895538	6.895538	6.895538	0.0	1	62.5	62.5	62.5	62.5	0	1	6402	6402	6402	6402	0	1	234621
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	2.577899	2.599371	2.582666	2.5866453333333337	0.011275549491414303	3	33.0	33.0	33.0	33.0	0.0	3	2390	2428	2410	2409.3333333333335	19.008769905844336	3	342451
Limosilactobacillus fermentum IFO 3956	2.098685	2.098685	2.098685	2.098685	0.0	1	51.5	51.5	51.5	51.5	0	1	1963	1963	1963	1963	0	1	334390
Brevibacillus brevis NBRC 100599	6.296436	6.296436	6.296436	6.296436	0.0	1	47.5	47.5	47.5	47.5	0	1	5807	5807	5807	5807	0	1	358681
Finegoldia magna ATCC 29328	1.98674	1.98674	1.98674	1.98674	0.0	1	32.0	32.0	32.0	32.0	0	1	1826	1826	1826	1826	0	1	334413
Orientia tsutsugamushi str. Ikeda	2.008987	2.008987	2.008987	2.008987	0.0	1	30.5	30.5	30.5	30.5	0	1	1650	1650	1650	1650	0	1	334380
Corynebacterium glutamicum R	3.363299	3.363299	3.363299	3.363299	0.0	1	54.0	54.0	54.0	54.0	0	1	3037	3037	3037	3037	0	1	340322
Escherichia coli str. K-12 substr. W3110	4.541211	4.750347	4.626058	4.6359185	0.087711499133998	4	51.0	51.0	51.0	51.0	0.0	4	4141	4305	4200.5	4211.75	71.07449143914667	4	316407
Clostridium kluyveri NBRC 12016	3.955303	3.955303	3.955303	3.955303	0.0	1	32.0	32.0	32.0	32.0	0	1	3758	3758	3758	3758	0	1	583346
Kocuria rhizophila DC2201	2.69754	2.869143	2.7833415	2.7833415	0.12134164497195511	2	71.0	71.0	71.0	71.0	0.0	2	2298	2495	2396.5	2396.5	139.30003589374985	2	378753
Gemmatimonas aurantiaca T-27	4.636964	4.636964	4.636964	4.636964	0.0	1	64.5	64.5	64.5	64.5	0	1	3943	3943	3943	3943	0	1	379066
Nitratiruptor sp. SB155-2	1.877931	1.877931	1.877931	1.877931	0.0	1	39.5	39.5	39.5	39.5	0	1	1924	1924	1924	1924	0	1	387092
Sulfurovum sp. NBC37-1	2.562277	2.562277	2.562277	2.562277	0.0	1	44.0	44.0	44.0	44.0	0	1	2523	2523	2523	2523	0	1	387093
Candidatus Carsonella ruddii PV	0.159662	0.159662	0.159662	0.159662	0.0	1	16.5	16.5	16.5	16.5	0	1	181	181	181	181	0	1	387662
Escherichia coli SE11	5.155626	5.155626	5.155626	5.155626	0.0	1	50.5	50.5	50.5	50.5	0	1	4822	4822	4822	4822	0	1	409438
Candidatus Vesicomyidisocius calyptogenae	1.022154	1.022154	1.022154	1.022154	0.0	1	31.5	31.5	31.5	31.5	0	1	952	952	952	952	0	1	412965
Bifidobacterium adolescentis ATCC 15703	2.172911	2.201327	2.185153	2.1864636666666666	0.014253268022924894	3	59.5	59.5	59.5	59.5	0.0	3	1656	1764	1720.5	1715.25	48.46562355594599	4	367928
Staphylococcus aureus subsp. aureus Mu3	2.880168	2.88581	2.882989	2.882989	0.003989496459454502	2	32.5	33.0	32.75	32.75	0.3535533905932738	2	2730	2775	2752.5	2752.5	31.81980515339464	2	418127
Staphylococcus aureus subsp. aureus str. Newman	2.786375	2.878897	2.8534035	2.84301975	0.044763401653396866	4	33.0	33.0	33.0	33.0	0.0	3	2709	2787	2763.0	2755.5	37.1887079635741	4	426430
Escherichia coli SE15	4.839683	4.839683	4.839683	4.839683	0.0	1	50.5	50.5	50.5	50.5	0	1	4417	4417	4417	4417	0	1	431946
Porphyromonas gingivalis ATCC 33277	2.354886	2.379874	2.36738	2.36738	0.01766918424828945	2	48.5	48.5	48.5	48.5	0.0	2	1943	1968	1955.5	1955.5	17.67766952966369	2	431947
Azorhizobium caulinodans ORS 571	5.369772	5.369772	5.369772	5.369772	0.0	1	67.5	67.5	67.5	67.5	0	1	4780	4780	4780	4780	0	1	438753
Burkholderia multivorans ATCC 17616	7.008622	7.00881	7.008716	7.008716	0.00013293607486307093	2	66.5	66.5	66.5	66.5	0.0	2	6298	6301	6299.5	6299.5	2.1213203435596424	2	395019
Macrococcoides caseolyticum JCSC5402	2.204787	2.219737	2.212262	2.212262	0.010571246378738887	2	36.5	36.5	36.5	36.5	0.0	2	2253	2281	2267.0	2267	19.79898987322333	2	458233
Streptomyces griseus subsp. griseus NBRC 13350	8.545929	8.545929	8.545929	8.545929	0.0	1	72.0	72.0	72.0	72.0	0	1	7031	7031	7031	7031	0	1	455632
Microcystis aeruginosa NIES-843	5.478552	5.842795	5.6606735	5.6606735	0.25755869529973163	2	42.5	42.5	42.5	42.5	0.0	2	5048	5230	5139.0	5139	128.69343417595164	2	449447
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	1.224919	1.224919	1.224919	1.224919	0.0	1	33.0	33.0	33.0	33.0	0	1	999	999	999	999	0	1	511995
Solidesulfovibrio magneticus RS-1	5.31562	5.31562	5.31562	5.31562	0.0	1	62.5	62.5	62.5	62.5	0	1	4611	4611	4611	4611	0	1	573370
Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172	4.371707	4.371711	4.371709	4.371709	2.8284271247461903e-06	2	65.5	65.5	65.5	65.5	0.0	2	3815	3821	3818.0	3818	4.242640687119285	2	561275
Streptococcus dysgalactiae subsp. equisimilis GGS_124	2.10634	2.10634	2.10634	2.10634	0.0	1	39.5	39.5	39.5	39.5	0	1	1945	1945	1945	1945	0	1	486410
Azospirillum sp. B510	7.599738	7.599738	7.599738	7.599738	0.0	1	67.5	67.5	67.5	67.5	0	1	6484	6484	6484	6484	0	1	137722
Escherichia coli O103:H2 str. 12009	5.52486	5.52486	5.52486	5.52486	0.0	1	50.5	50.5	50.5	50.5	0	1	5149	5149	5149	5149	0	1	585395
Escherichia coli O111:H- str. 11128	5.766081	5.766081	5.766081	5.766081	0.0	1	50.5	50.5	50.5	50.5	0	1	5393	5393	5393	5393	0	1	585396
Hydrogenobacter thermophilus TK-6	1.742932	1.743135	1.7430335	1.7430335	0.00014354267658086913	2	44.0	44.0	44.0	44.0	0.0	2	1897	1906	1901.5	1901.5	6.363961030678928	2	608538
Rhodococcus opacus B4	8.834939	8.834939	8.834939	8.834939	0.0	1	67.5	67.5	67.5	67.5	0	1	7973	7973	7973	7973	0	1	632772
Acetobacter pasteurianus IFO 3283-01	3.340249	3.340249	3.340249	3.340249	0.0	1	53.0	53.0	53.0	53.0	0	1	2932	2932	2932	2932	0	1	634452
Acetobacter pasteurianus IFO 3283-03	3.339669	3.339669	3.339669	3.339669	0.0	1	53.0	53.0	53.0	53.0	0	1	2931	2931	2931	2931	0	1	634453
Acetobacter pasteurianus IFO 3283-07	3.338426	3.338426	3.338426	3.338426	0.0	1	53.0	53.0	53.0	53.0	0	1	2926	2926	2926	2926	0	1	634454
Acetobacter pasteurianus IFO 3283-22	3.339649	3.339649	3.339649	3.339649	0.0	1	53.0	53.0	53.0	53.0	0	1	2929	2929	2929	2929	0	1	634455
Acetobacter pasteurianus IFO 3283-26	3.339683	3.339683	3.339683	3.339683	0.0	1	53.0	53.0	53.0	53.0	0	1	2929	2929	2929	2929	0	1	634456
Acetobacter pasteurianus IFO 3283-32	3.33704	3.33704	3.33704	3.33704	0.0	1	53.0	53.0	53.0	53.0	0	1	2928	2928	2928	2928	0	1	634457
Acetobacter pasteurianus IFO 3283-01-42C	3.247995	3.247995	3.247995	3.247995	0.0	1	53.0	53.0	53.0	53.0	0	1	2871	2871	2871	2871	0	1	634458
Acetobacter pasteurianus IFO 3283-12	3.33699	3.33699	3.33699	3.33699	0.0	1	53.0	53.0	53.0	53.0	0	1	2931	2931	2931	2931	0	1	634459
Deferribacter desulfuricans SSM1	2.542933	2.542933	2.542933	2.542933	0.0	1	30.5	30.5	30.5	30.5	0	1	2461	2461	2461	2461	0	1	639282
Methanocella paludicola SANAE	2.957635	2.957635	2.957635	2.957635	0.0	1	55.0	55.0	55.0	55.0	0	1	3037	3037	3037	3037	0	1	304371
Rothia mucilaginosa DY-18	2.264603	2.264603	2.264603	2.264603	0.0	1	59.5	59.5	59.5	59.5	0	1	1702	1702	1702	1702	0	1	680646
Lacticaseibacillus rhamnosus GG	3.005051	3.01098	3.007606	3.008375571428571	0.0021003892383034514	7	46.5	46.5	46.5	46.5	0.0	8	2683	2700	2689	2691.714285714286	7.653197277702214	7	568703
Bacteroides thetaiotaomicron VPI-5482	6.293399	6.811002	6.5522005	6.5522005	0.36600059126250056	2	42.5	43.0	42.75	42.75	0.3535533905932738	2	4687	5384	5035.5	5035.5	492.8534264870236	2	226186
Haloarcula marismortui ATCC 43049	4.184924	4.274642	4.229783	4.229783	0.06344020619449467	2	61.0	61.0	61.0	61.0	0.0	2	4150	4248	4199.0	4199	69.29646455628166	2	272569
Pyrococcus horikoshii OT3	1.738505	1.738505	1.738505	1.738505	0.0	1	42.0	42.0	42.0	42.0	0	1	1857	1857	1857	1857	0	1	70601
Aeropyrum pernix K1	1.669696	1.669696	1.669696	1.669696	0.0	1	56.5	56.5	56.5	56.5	0	1	1704	1704	1704	1704	0	1	272557
Halalkalibacterium halodurans C-125	4.202352	4.202352	4.202352	4.202352	0.0	1	43.5	43.5	43.5	43.5	0	1	3989	3989	3989	3989	0	1	272558
Chlamydia pneumoniae J138	1.226565	1.226565	1.226565	1.226565	0.0	1	40.5	40.5	40.5	40.5	0	1	1032	1032	1032	1032	0	1	138677
Thermoplasma volcanium GSS1	1.584804	1.584804	1.584804	1.584804	0.0	1	40.0	40.0	40.0	40.0	0	1	1586	1586	1586	1586	0	1	273116
Sulfurisphaera tokodaii str. 7	2.694756	2.694756	2.694756	2.694756	0.0	1	33.0	33.0	33.0	33.0	0	1	2863	2863	2863	2863	0	1	273063
Malacoplasma penetrans HF-2	1.358633	1.358633	1.358633	1.358633	0.0	1	25.5	25.5	25.5	25.5	0	1	1022	1022	1022	1022	0	1	272633
Oceanobacillus iheyensis HTE831	3.630528	3.630528	3.630528	3.630528	0.0	1	35.5	35.5	35.5	35.5	0	1	3491	3491	3491	3491	0	1	221109
Staphylococcus aureus subsp. aureus MW2	2.820462	2.820462	2.820462	2.820462	0.0	1	33.0	33.0	33.0	33.0	0	1	2646	2646	2646	2646	0	1	196620
Streptococcus pyogenes SSI-1	1.894275	1.894275	1.894275	1.894275	0.0	1	38.5	38.5	38.5	38.5	0	1	1816	1816	1816	1816	0	1	193567
Corynebacterium efficiens YS-314	3.190159	3.219505	3.204832	3.204832	0.020750755600700423	2	63.0	63.0	63.0	63.0	0.0	2	2792	2833	2812.5	2812.5	28.991378028648448	2	196164
Corynebacterium glutamicum ATCC 13032	3.282708	3.309401	3.2960545	3.2960545	0.018874801310212512	2	54.0	54.0	54.0	54.0	0.0	2	2909	2948	2928.5	2928.5	27.577164466275352	2	196627
Thermosynechococcus vestitus BP-1	2.593857	2.593857	2.593857	2.593857	0.0	1	54.0	54.0	54.0	54.0	0	1	2449	2449	2449	2449	0	1	197221
Bradyrhizobium diazoefficiens USDA 110	9.105828	9.106064	9.105946	9.105946	0.00016687720036002524	2	64.0	64.0	64.0	64.0	0.0	2	8273	8287	8280.0	8280	9.899494936611665	2	224911
Gloeobacter violaceus PCC 7421	4.659019	4.659019	4.659019	4.659019	0.0	1	62.0	62.0	62.0	62.0	0	1	4488	4488	4488	4488	0	1	251221
Francisella tularensis subsp. holarctica OSU18	1.895727	1.895727	1.895727	1.895727	0.0	2	32.0	32.0	32.0	32.0	0.0	2	1612	1615	1613.5	1613.5	2.1213203435596424	2	393011
Aspergillus nidulans FGSC A4	29.828291	29.828291	29.828291	29.828291	0.0	1	50.5	50.5	50.5	50.5	0	1	10453	10453	10453	10453	0	1	227321
Mycoplasma mycoides subsp. mycoides SC str. PG1	1.211703	1.211703	1.211703	1.211703	0.0	1	24.0	24.0	24.0	24.0	0	1	940	940	940	940	0	1	272632
Prochlorococcus marinus subsp. pastoris str. CCMP1986	1.65799	1.659597	1.659596	1.659061	0.0009275133422220943	3	31.0	31.0	31.0	31.0	0.0	3	1877	1879	1879	1878.3333333333333	1.1547005383792515	3	59919
Prochlorococcus marinus str. MIT 9313	2.410873	2.410873	2.410873	2.410873	0.0	1	50.5	50.5	50.5	50.5	0	1	2389	2389	2389	2389	0	1	74547
Staphylococcus aureus subsp. aureus MRSA252	2.902619	2.902619	2.902619	2.902619	0.0	1	33.0	33.0	33.0	33.0	0	1	2690	2690	2690	2690	0	1	282458
Staphylococcus aureus subsp. aureus MSSA476	2.820454	2.820454	2.820454	2.820454	0.0	1	33.0	33.0	33.0	33.0	0	1	2645	2645	2645	2645	0	1	282459
Burkholderia pseudomallei K96243	7.247547	7.247614	7.2475805	7.2475805	4.737615433949868e-05	2	68.0	68.0	68.0	68.0	0.0	2	6298	6305	6301.5	6301.5	4.949747468305833	2	272560
Candidatus Protochlamydia amoebophila UWE25	2.438912	2.438912	2.438912	2.438912	0.0	1	35.0	35.0	35.0	35.0	0	1	1862	1862	1862	1862	0	1	264201
Methanococcus maripaludis S2	1.661137	1.661137	1.661137	1.661137	0.0	1	33.0	33.0	33.0	33.0	0	1	1741	1741	1741	1741	0	1	267377
Pectobacterium atrosepticum SCRI1043	5.064019	5.064019	5.064019	5.064019	0.0	1	51.0	51.0	51.0	51.0	0	1	4394	4394	4394	4394	0	1	218491
Bacillus cereus E33L	5.843235	5.846781	5.845008	5.845008	0.0025074006460874976	2	35.0	35.0	35.0	35.0	0.0	2	5651	5670	5660.5	5660.5	13.435028842544403	2	288681
Streptococcus pyogenes MGAS10394	1.899877	1.899877	1.899877	1.899877	0.0	1	38.5	38.5	38.5	38.5	0	1	1754	1754	1754	1754	0	1	286636
Gluconobacter oxydans 621H	2.922384	2.924837	2.9236105	2.9236105	0.0017345329342506011	2	61.0	61.0	61.0	61.0	0.0	2	2707	2716	2711.5	2711.5	6.363961030678928	2	290633
Burkholderia mallei ATCC 23344	5.835527	5.835527	5.835527	5.835527	0.0	1	68.5	68.5	68.5	68.5	0	1	4964	4964	4964	4964	0	1	243160
Helicobacter pylori 51	1.589954	1.589954	1.589954	1.589954	0.0	1	39.0	39.0	39.0	39.0	0	1	1408	1408	1408	1408	0	1	290847
Candidatus Blochmanniella pennsylvanica str. BPEN	0.791654	0.791654	0.791654	0.791654	0.0	1	29.5	29.5	29.5	29.5	0	1	607	607	607	607	0	1	291272
Streptococcus pyogenes MGAS5005	1.838562	1.838562	1.838562	1.838562	0.0	1	38.5	38.5	38.5	38.5	0	1	1702	1702	1702	1702	0	1	293653
Aliivibrio fischeri ES114	4.273718	4.273718	4.273718	4.273718	0.0	2	38.5	38.5	38.5	38.5	0.0	2	3747	3748	3747.5	3747.5	0.7071067811865476	2	312309
Streptococcus thermophilus LMG 18311	1.796846	1.796846	1.796846	1.796846	0.0	1	39.0	39.0	39.0	39.0	0	1	1540	1540	1540	1540	0	1	264199
Streptococcus thermophilus CNRZ1066	1.796226	1.796226	1.796226	1.796226	0.0	1	39.0	39.0	39.0	39.0	0	1	1554	1554	1554	1554	0	1	299768
Campylobacter jejuni RM1221	1.777831	1.777831	1.777831	1.777831	0.0	1	30.5	30.5	30.5	30.5	0	1	1766	1766	1766	1766	0	1	195099
Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	4.585229	4.585229	4.585229	4.585229	0.0	1	52.0	52.0	52.0	52.0	0	1	4116	4116	4116	4116	0	1	295319
Dehalococcoides mccartyi 195	1.46972	1.46972	1.46972	1.46972	0.0	1	49.0	49.0	49.0	49.0	0	1	1510	1510	1510	1510	0	1	243164
Staphylococcus epidermidis RP62A	2.64384	2.64384	2.64384	2.64384	0.0	1	32.0	32.0	32.0	32.0	0	1	2382	2382	2382	2382	0	1	176279
Anaplasma marginale str. St. Maries	1.155236	1.197687	1.1764615	1.1764615	0.030017389968150128	2	50.0	50.0	50.0	50.0	0.0	2	919	942	930.5	930.5	16.263455967290593	2	234826
Ruegeria pomeroyi DSS-3	4.601048	4.601048	4.601048	4.601048	0.0	1	64.0	64.0	64.0	64.0	0	1	4368	4368	4368	4368	0	1	246200
Lactobacillus acidophilus NCFM	1.99356	1.99356	1.99356	1.99356	0.0	1	34.5	34.5	34.5	34.5	0	1	1771	1771	1771	1771	0	1	272621
Shigella dysenteriae Sd197	4.560911	4.560911	4.560911	4.560911	0.0	1	51.0	51.0	51.0	51.0	0	1	3643	3643	3643	3643	0	1	300267
Shigella boydii Sb227	4.64652	4.64652	4.64652	4.64652	0.0	1	51.0	51.0	51.0	51.0	0	1	3899	3899	3899	3899	0	1	300268
Staphylococcus aureus subsp. aureus COL	2.778733	2.813862	2.7962975	2.7962975	0.02483995411630223	2	32.5	33.0	32.75	32.75	0.3535533905932738	2	2649	2653	2651.0	2651	2.8284271247461903	2	93062
